forearmLeft;0.309948;cv;
upperarmLeft;0.32151;cv;
shoulderHalfLeft;0.131577;cv;
neck;0.0833339;cv;
shoulderHalfRight;0.18679;cv;
upperarmRight;0.260778;cv;
forearmRight;0.312093;cv;
shoulder;0.252735;cv;
upperBody;0.260445;cv;
hip;0.110636;cv;
lowerBody;0.364168;cv;
body;0.624579;cv;
lowerLegLeft;0.402298;cv;
upperLegLeft;0.475275;cv;
upperLegRight;0.49107;cv;
lowerLegRight;0.473601;cv;
forearmLeft;0.309984;cv;
upperarmLeft;0.321496;cv;
shoulderHalfLeft;0.131662;cv;
neck;0.0833693;cv;
shoulderHalfRight;0.186655;cv;
upperarmRight;0.260689;cv;
forearmRight;0.308377;cv;
shoulder;0.25275;cv;
upperBody;0.260515;cv;
hip;0.110663;cv;
lowerBody;0.364232;cv;
body;0.624713;cv;
lowerLegLeft;0.401024;cv;
upperLegLeft;0.476781;cv;
upperLegRight;0.49243;cv;
lowerLegRight;0.472532;cv;
forearmLeft;0.309713;cv;
upperarmLeft;0.3217;cv;
shoulderHalfLeft;0.131717;cv;
neck;0.0833815;cv;
shoulderHalfRight;0.186514;cv;
upperarmRight;0.260654;cv;
forearmRight;0.305216;cv;
shoulder;0.252678;cv;
upperBody;0.260539;cv;
hip;0.110674;cv;
lowerBody;0.364311;cv;
body;0.624816;cv;
lowerLegLeft;0.404648;cv;
upperLegLeft;0.477308;cv;
upperLegRight;0.492179;cv;
lowerLegRight;0.47642;cv;
forearmLeft;0.309357;cv;
upperarmLeft;0.3218;cv;
shoulderHalfLeft;0.131808;cv;
neck;0.083382;cv;
shoulderHalfRight;0.186309;cv;
upperarmRight;0.260753;cv;
forearmRight;0.309115;cv;
shoulder;0.252586;cv;
upperBody;0.260545;cv;
hip;0.110651;cv;
lowerBody;0.36431;cv;
body;0.624821;cv;
lowerLegLeft;0.407822;cv;
upperLegLeft;0.477473;cv;
upperLegRight;0.492175;cv;
lowerLegRight;0.479454;cv;
forearmLeft;0.308951;cv;
upperarmLeft;0.321984;cv;
shoulderHalfLeft;0.131975;cv;
neck;0.0834014;cv;
shoulderHalfRight;0.186254;cv;
upperarmRight;0.260571;cv;
forearmRight;0.303774;cv;
shoulder;0.252559;cv;
upperBody;0.260579;cv;
hip;0.110682;cv;
lowerBody;0.364358;cv;
body;0.624904;cv;
lowerLegLeft;0.364911;cv;
upperLegLeft;0.477185;cv;
upperLegRight;0.492069;cv;
lowerLegRight;0.440644;cv;
forearmLeft;0.30837;cv;
upperarmLeft;0.322324;cv;
shoulderHalfLeft;0.132103;cv;
neck;0.0834137;cv;
shoulderHalfRight;0.186172;cv;
upperarmRight;0.260286;cv;
forearmRight;0.305983;cv;
shoulder;0.252498;cv;
upperBody;0.260623;cv;
hip;0.110668;cv;
lowerBody;0.364384;cv;
body;0.624974;cv;
lowerLegLeft;0.364741;cv;
upperLegLeft;0.477214;cv;
upperLegRight;0.492502;cv;
lowerLegRight;0.440199;cv;
forearmLeft;0.308285;cv;
upperarmLeft;0.322407;cv;
shoulderHalfLeft;0.13208;cv;
neck;0.0834288;cv;
shoulderHalfRight;0.186142;cv;
upperarmRight;0.26013;cv;
forearmRight;0.30349;cv;
shoulder;0.252305;cv;
upperBody;0.260679;cv;
hip;0.110675;cv;
lowerBody;0.364479;cv;
body;0.625124;cv;
lowerLegLeft;0.364127;cv;
upperLegLeft;0.477039;cv;
upperLegRight;0.492296;cv;
lowerLegRight;0.439631;cv;
forearmLeft;0.308214;cv;
upperarmLeft;0.322432;cv;
shoulderHalfLeft;0.132068;cv;
neck;0.0834251;cv;
shoulderHalfRight;0.186151;cv;
upperarmRight;0.260111;cv;
forearmRight;0.302337;cv;
shoulder;0.252137;cv;
upperBody;0.260676;cv;
hip;0.110633;cv;
lowerBody;0.364538;cv;
body;0.625179;cv;
lowerLegLeft;0.364123;cv;
upperLegLeft;0.477094;cv;
upperLegRight;0.491985;cv;
lowerLegRight;0.439748;cv;
forearmLeft;0.308096;cv;
upperarmLeft;0.322607;cv;
shoulderHalfLeft;0.13191;cv;
neck;0.0834329;cv;
shoulderHalfRight;0.18617;cv;
upperarmRight;0.260016;cv;
forearmRight;0.311248;cv;
shoulder;0.252051;cv;
upperBody;0.260711;cv;
hip;0.110689;cv;
lowerBody;0.364622;cv;
body;0.625299;cv;
lowerLegLeft;0.413051;cv;
upperLegLeft;0.477048;cv;
upperLegRight;0.491857;cv;
lowerLegRight;0.484314;cv;
forearmLeft;0.307856;cv;
upperarmLeft;0.322509;cv;
shoulderHalfLeft;0.131979;cv;
neck;0.0834426;cv;
shoulderHalfRight;0.186247;cv;
upperarmRight;0.259842;cv;
forearmRight;0.311898;cv;
shoulder;0.252137;cv;
upperBody;0.260733;cv;
hip;0.110681;cv;
lowerBody;0.364652;cv;
body;0.625351;cv;
lowerLegLeft;0.360346;cv;
upperLegLeft;0.476972;cv;
upperLegRight;0.49156;cv;
lowerLegRight;0.434867;cv;
forearmLeft;0.307489;cv;
upperarmLeft;0.322762;cv;
shoulderHalfLeft;0.131922;cv;
neck;0.083451;cv;
shoulderHalfRight;0.186611;cv;
upperarmRight;0.259417;cv;
forearmRight;0.308389;cv;
shoulder;0.251903;cv;
upperBody;0.260784;cv;
hip;0.110609;cv;
lowerBody;0.364809;cv;
body;0.625557;cv;
lowerLegLeft;0.361909;cv;
upperLegLeft;0.476762;cv;
upperLegRight;0.4912;cv;
lowerLegRight;0.436188;cv;
forearmLeft;0.306688;cv;
upperarmLeft;0.323208;cv;
shoulderHalfLeft;0.131836;cv;
neck;0.0834584;cv;
shoulderHalfRight;0.186682;cv;
upperarmRight;0.259387;cv;
forearmRight;0.311366;cv;
shoulder;0.251658;cv;
upperBody;0.260818;cv;
hip;0.11061;cv;
lowerBody;0.364863;cv;
body;0.625646;cv;
lowerLegLeft;0.362085;cv;
upperLegLeft;0.476628;cv;
upperLegRight;0.491525;cv;
lowerLegRight;0.436063;cv;
forearmLeft;0.306657;cv;
upperarmLeft;0.323278;cv;
shoulderHalfLeft;0.131857;cv;
neck;0.0834659;cv;
shoulderHalfRight;0.186889;cv;
upperarmRight;0.259282;cv;
forearmRight;0.31287;cv;
shoulder;0.251806;cv;
upperBody;0.260843;cv;
hip;0.110593;cv;
lowerBody;0.364901;cv;
body;0.625708;cv;
lowerLegLeft;0.361767;cv;
upperLegLeft;0.476155;cv;
upperLegRight;0.491427;cv;
lowerLegRight;0.435933;cv;
forearmLeft;0.306794;cv;
upperarmLeft;0.323196;cv;
shoulderHalfLeft;0.131786;cv;
neck;0.0834528;cv;
shoulderHalfRight;0.186816;cv;
upperarmRight;0.259448;cv;
forearmRight;0.305538;cv;
shoulder;0.25176;cv;
upperBody;0.260818;cv;
hip;0.110573;cv;
lowerBody;0.36488;cv;
body;0.625662;cv;
lowerLegLeft;0.361071;cv;
upperLegLeft;0.476175;cv;
upperLegRight;0.491346;cv;
lowerLegRight;0.435556;cv;
forearmLeft;0.306696;cv;
upperarmLeft;0.323517;cv;
shoulderHalfLeft;0.131701;cv;
neck;0.0834658;cv;
shoulderHalfRight;0.186769;cv;
upperarmRight;0.259575;cv;
forearmRight;0.31066;cv;
shoulder;0.251541;cv;
upperBody;0.260857;cv;
hip;0.110503;cv;
lowerBody;0.364911;cv;
body;0.625733;cv;
lowerLegLeft;0.403977;cv;
upperLegLeft;0.476359;cv;
upperLegRight;0.491364;cv;
lowerLegRight;0.47586;cv;
forearmLeft;0.306893;cv;
upperarmLeft;0.32351;cv;
shoulderHalfLeft;0.131621;cv;
neck;0.0834654;cv;
shoulderHalfRight;0.186629;cv;
upperarmRight;0.259807;cv;
forearmRight;0.306677;cv;
shoulder;0.251521;cv;
upperBody;0.26086;cv;
hip;0.110449;cv;
lowerBody;0.364909;cv;
body;0.625733;cv;
lowerLegLeft;0.368107;cv;
upperLegLeft;0.4768;cv;
upperLegRight;0.491333;cv;
lowerLegRight;0.443913;cv;
forearmLeft;0.306453;cv;
upperarmLeft;0.323662;cv;
shoulderHalfLeft;0.131515;cv;
neck;0.0834702;cv;
shoulderHalfRight;0.186738;cv;
upperarmRight;0.259863;cv;
forearmRight;0.31081;cv;
shoulder;0.251576;cv;
upperBody;0.260879;cv;
hip;0.110469;cv;
lowerBody;0.364928;cv;
body;0.625771;cv;
lowerLegLeft;0.368452;cv;
upperLegLeft;0.475687;cv;
upperLegRight;0.491296;cv;
lowerLegRight;0.443314;cv;
forearmLeft;0.306494;cv;
upperarmLeft;0.324052;cv;
shoulderHalfLeft;0.131197;cv;
neck;0.0834624;cv;
shoulderHalfRight;0.186683;cv;
upperarmRight;0.260048;cv;
forearmRight;0.313841;cv;
shoulder;0.251189;cv;
upperBody;0.260862;cv;
hip;0.110485;cv;
lowerBody;0.36491;cv;
body;0.625736;cv;
lowerLegLeft;0.367919;cv;
upperLegLeft;0.475403;cv;
upperLegRight;0.491327;cv;
lowerLegRight;0.442415;cv;
forearmLeft;0.306445;cv;
upperarmLeft;0.324355;cv;
shoulderHalfLeft;0.131137;cv;
neck;0.0834636;cv;
shoulderHalfRight;0.18674;cv;
upperarmRight;0.260134;cv;
forearmRight;0.316414;cv;
shoulder;0.251204;cv;
upperBody;0.260869;cv;
hip;0.110421;cv;
lowerBody;0.364911;cv;
body;0.625744;cv;
lowerLegLeft;0.364002;cv;
upperLegLeft;0.475408;cv;
upperLegRight;0.491248;cv;
lowerLegRight;0.439916;cv;
forearmLeft;0.30627;cv;
upperarmLeft;0.324468;cv;
shoulderHalfLeft;0.13111;cv;
neck;0.0834836;cv;
shoulderHalfRight;0.185636;cv;
upperarmRight;0.259462;cv;
forearmRight;0.308455;cv;
shoulder;0.248904;cv;
upperBody;0.260932;cv;
hip;0.110538;cv;
lowerBody;0.365037;cv;
body;0.625933;cv;
lowerLegLeft;0.36269;cv;
upperLegLeft;0.475815;cv;
upperLegRight;0.491104;cv;
lowerLegRight;0.439287;cv;
forearmLeft;0.306485;cv;
upperarmLeft;0.32419;cv;
shoulderHalfLeft;0.131165;cv;
neck;0.0835076;cv;
shoulderHalfRight;0.184895;cv;
upperarmRight;0.259137;cv;
forearmRight;0.305837;cv;
shoulder;0.247648;cv;
upperBody;0.260996;cv;
hip;0.110622;cv;
lowerBody;0.365117;cv;
body;0.626076;cv;
lowerLegLeft;0.404664;cv;
upperLegLeft;0.476517;cv;
upperLegRight;0.491194;cv;
lowerLegRight;0.477268;cv;
forearmLeft;0.306168;cv;
upperarmLeft;0.324405;cv;
shoulderHalfLeft;0.13122;cv;
neck;0.0835097;cv;
shoulderHalfRight;0.184842;cv;
upperarmRight;0.259351;cv;
forearmRight;0.312205;cv;
shoulder;0.248042;cv;
upperBody;0.261004;cv;
hip;0.110634;cv;
lowerBody;0.365109;cv;
body;0.626077;cv;
lowerLegLeft;0.364075;cv;
upperLegLeft;0.47658;cv;
upperLegRight;0.491061;cv;
lowerLegRight;0.438966;cv;
forearmLeft;0.30616;cv;
upperarmLeft;0.324797;cv;
shoulderHalfLeft;0.131211;cv;
neck;0.0835494;cv;
shoulderHalfRight;0.185678;cv;
upperarmRight;0.259644;cv;
forearmRight;0.313846;cv;
shoulder;0.249439;cv;
upperBody;0.261102;cv;
hip;0.110608;cv;
lowerBody;0.365155;cv;
body;0.62622;cv;
