forearmLeft;0.309948;cv;
upperarmLeft;0.32151;cv;
shoulderHalfLeft;0.131577;cv;
neck;0.0833339;cv;
shoulderHalfRight;0.18679;cv;
upperarmRight;0.260778;cv;
forearmRight;0.312093;cv;
shoulder;0.252735;cv;
upperBody;0.260445;cv;
hip;0.110636;cv;
lowerBody;0.364168;cv;
body;0.624579;cv;
lowerLegLeft;0.402298;cv;
upperLegLeft;0.475275;cv;
upperLegRight;0.49107;cv;
lowerLegRight;0.473601;cv;
forearmLeft;0.309984;cv;
upperarmLeft;0.321496;cv;
shoulderHalfLeft;0.131662;cv;
neck;0.0833693;cv;
shoulderHalfRight;0.186655;cv;
upperarmRight;0.260689;cv;
forearmRight;0.308377;cv;
shoulder;0.25275;cv;
upperBody;0.260515;cv;
hip;0.110663;cv;
lowerBody;0.364232;cv;
body;0.624713;cv;
lowerLegLeft;0.401024;cv;
upperLegLeft;0.476781;cv;
upperLegRight;0.49243;cv;
lowerLegRight;0.472532;cv;
forearmLeft;0.308951;cv;
upperarmLeft;0.321984;cv;
shoulderHalfLeft;0.131975;cv;
neck;0.0834014;cv;
shoulderHalfRight;0.186254;cv;
upperarmRight;0.260571;cv;
forearmRight;0.303774;cv;
shoulder;0.252559;cv;
upperBody;0.260579;cv;
hip;0.110682;cv;
lowerBody;0.364358;cv;
body;0.624904;cv;
lowerLegLeft;0.364911;cv;
upperLegLeft;0.477185;cv;
upperLegRight;0.492069;cv;
lowerLegRight;0.440644;cv;
forearmLeft;0.30837;cv;
upperarmLeft;0.322324;cv;
shoulderHalfLeft;0.132103;cv;
neck;0.0834137;cv;
shoulderHalfRight;0.186172;cv;
upperarmRight;0.260286;cv;
forearmRight;0.305983;cv;
shoulder;0.252498;cv;
upperBody;0.260623;cv;
hip;0.110668;cv;
lowerBody;0.364384;cv;
body;0.624974;cv;
lowerLegLeft;0.364741;cv;
upperLegLeft;0.477214;cv;
upperLegRight;0.492502;cv;
lowerLegRight;0.440199;cv;
forearmLeft;0.308096;cv;
upperarmLeft;0.322607;cv;
shoulderHalfLeft;0.13191;cv;
neck;0.0834329;cv;
shoulderHalfRight;0.18617;cv;
upperarmRight;0.260016;cv;
forearmRight;0.311248;cv;
shoulder;0.252051;cv;
upperBody;0.260711;cv;
hip;0.110689;cv;
lowerBody;0.364622;cv;
body;0.625299;cv;
lowerLegLeft;0.413051;cv;
upperLegLeft;0.477048;cv;
upperLegRight;0.491857;cv;
lowerLegRight;0.484314;cv;
forearmLeft;0.307856;cv;
upperarmLeft;0.322509;cv;
shoulderHalfLeft;0.131979;cv;
neck;0.0834426;cv;
shoulderHalfRight;0.186247;cv;
upperarmRight;0.259842;cv;
forearmRight;0.311898;cv;
shoulder;0.252137;cv;
upperBody;0.260733;cv;
hip;0.110681;cv;
lowerBody;0.364652;cv;
body;0.625351;cv;
lowerLegLeft;0.360346;cv;
upperLegLeft;0.476972;cv;
upperLegRight;0.49156;cv;
lowerLegRight;0.434867;cv;
forearmLeft;0.306657;cv;
upperarmLeft;0.323278;cv;
shoulderHalfLeft;0.131857;cv;
neck;0.0834659;cv;
shoulderHalfRight;0.186889;cv;
upperarmRight;0.259282;cv;
forearmRight;0.31287;cv;
shoulder;0.251806;cv;
upperBody;0.260843;cv;
hip;0.110593;cv;
lowerBody;0.364901;cv;
body;0.625708;cv;
lowerLegLeft;0.361767;cv;
upperLegLeft;0.476155;cv;
upperLegRight;0.491427;cv;
lowerLegRight;0.435933;cv;
forearmLeft;0.306794;cv;
upperarmLeft;0.323196;cv;
shoulderHalfLeft;0.131786;cv;
neck;0.0834528;cv;
shoulderHalfRight;0.186816;cv;
upperarmRight;0.259448;cv;
forearmRight;0.305538;cv;
shoulder;0.25176;cv;
upperBody;0.260818;cv;
hip;0.110573;cv;
lowerBody;0.36488;cv;
body;0.625662;cv;
lowerLegLeft;0.361071;cv;
upperLegLeft;0.476175;cv;
upperLegRight;0.491346;cv;
lowerLegRight;0.435556;cv;
forearmLeft;0.306453;cv;
upperarmLeft;0.323662;cv;
shoulderHalfLeft;0.131515;cv;
neck;0.0834702;cv;
shoulderHalfRight;0.186738;cv;
upperarmRight;0.259863;cv;
forearmRight;0.31081;cv;
shoulder;0.251576;cv;
upperBody;0.260879;cv;
hip;0.110469;cv;
lowerBody;0.364928;cv;
body;0.625771;cv;
lowerLegLeft;0.368452;cv;
upperLegLeft;0.475687;cv;
upperLegRight;0.491296;cv;
lowerLegRight;0.443314;cv;
forearmLeft;0.306494;cv;
upperarmLeft;0.324052;cv;
shoulderHalfLeft;0.131197;cv;
neck;0.0834624;cv;
shoulderHalfRight;0.186683;cv;
upperarmRight;0.260048;cv;
forearmRight;0.313841;cv;
shoulder;0.251189;cv;
upperBody;0.260862;cv;
hip;0.110485;cv;
lowerBody;0.36491;cv;
body;0.625736;cv;
lowerLegLeft;0.367919;cv;
upperLegLeft;0.475403;cv;
upperLegRight;0.491327;cv;
lowerLegRight;0.442415;cv;
forearmLeft;0.306485;cv;
upperarmLeft;0.32419;cv;
shoulderHalfLeft;0.131165;cv;
neck;0.0835076;cv;
shoulderHalfRight;0.184895;cv;
upperarmRight;0.259137;cv;
forearmRight;0.305837;cv;
shoulder;0.247648;cv;
upperBody;0.260996;cv;
hip;0.110622;cv;
lowerBody;0.365117;cv;
body;0.626076;cv;
lowerLegLeft;0.404664;cv;
upperLegLeft;0.476517;cv;
upperLegRight;0.491194;cv;
lowerLegRight;0.477268;cv;
forearmLeft;0.306168;cv;
upperarmLeft;0.324405;cv;
shoulderHalfLeft;0.13122;cv;
neck;0.0835097;cv;
shoulderHalfRight;0.184842;cv;
upperarmRight;0.259351;cv;
forearmRight;0.312205;cv;
shoulder;0.248042;cv;
upperBody;0.261004;cv;
hip;0.110634;cv;
lowerBody;0.365109;cv;
body;0.626077;cv;
lowerLegLeft;0.364075;cv;
upperLegLeft;0.47658;cv;
upperLegRight;0.491061;cv;
lowerLegRight;0.438966;cv;
forearmLeft;0.305458;cv;
upperarmLeft;0.326194;cv;
shoulderHalfLeft;0.130857;cv;
neck;0.0835543;cv;
shoulderHalfRight;0.186871;cv;
upperarmRight;0.259153;cv;
forearmRight;0.308968;cv;
shoulder;0.250486;cv;
upperBody;0.261126;cv;
hip;0.110641;cv;
lowerBody;0.365154;cv;
body;0.626243;cv;
lowerLegLeft;0.405811;cv;
upperLegLeft;0.477988;cv;
upperLegRight;0.490047;cv;
lowerLegRight;0.479765;cv;
forearmLeft;0.305458;cv;
upperarmLeft;0.326828;cv;
shoulderHalfLeft;0.130471;cv;
neck;0.0835707;cv;
shoulderHalfRight;0.187228;cv;
upperarmRight;0.258911;cv;
forearmRight;0.312436;cv;
shoulder;0.250305;cv;
upperBody;0.261172;cv;
hip;0.110634;cv;
lowerBody;0.365177;cv;
body;0.626312;cv;
lowerLegLeft;0.406897;cv;
upperLegLeft;0.47708;cv;
upperLegRight;0.48996;cv;
lowerLegRight;0.479911;cv;
forearmLeft;0.304118;cv;
upperarmLeft;0.328714;cv;
shoulderHalfLeft;0.129899;cv;
neck;0.0835688;cv;
shoulderHalfRight;0.188444;cv;
upperarmRight;0.258209;cv;
forearmRight;0.308066;cv;
shoulder;0.251632;cv;
upperBody;0.261186;cv;
hip;0.110531;cv;
lowerBody;0.36516;cv;
body;0.626308;cv;
lowerLegLeft;0.414195;cv;
upperLegLeft;0.47692;cv;
upperLegRight;0.489731;cv;
lowerLegRight;0.49195;cv;
forearmLeft;0.304867;cv;
upperarmLeft;0.328796;cv;
shoulderHalfLeft;0.129147;cv;
neck;0.0834941;cv;
shoulderHalfRight;0.191256;cv;
upperarmRight;0.256922;cv;
forearmRight;0.311533;cv;
shoulder;0.252202;cv;
upperBody;0.261;cv;
hip;0.110603;cv;
lowerBody;0.365017;cv;
body;0.625977;cv;
lowerLegLeft;0.3592;cv;
upperLegLeft;0.476368;cv;
upperLegRight;0.489457;cv;
lowerLegRight;0.436572;cv;
forearmLeft;0.304806;cv;
upperarmLeft;0.328908;cv;
shoulderHalfLeft;0.128605;cv;
neck;0.0834443;cv;
shoulderHalfRight;0.193736;cv;
upperarmRight;0.255184;cv;
forearmRight;0.315164;cv;
shoulder;0.252105;cv;
upperBody;0.260854;cv;
hip;0.111357;cv;
lowerBody;0.364844;cv;
body;0.625657;cv;
lowerLegLeft;0.356886;cv;
upperLegLeft;0.47884;cv;
upperLegRight;0.489043;cv;
lowerLegRight;0.435957;cv;
forearmLeft;0.304839;cv;
upperarmLeft;0.328914;cv;
shoulderHalfLeft;0.128534;cv;
neck;0.0834356;cv;
shoulderHalfRight;0.194291;cv;
upperarmRight;0.255187;cv;
forearmRight;0.316115;cv;
shoulder;0.252396;cv;
upperBody;0.260825;cv;
hip;0.111491;cv;
lowerBody;0.364789;cv;
body;0.625574;cv;
lowerLegLeft;0.406434;cv;
upperLegLeft;0.480151;cv;
upperLegRight;0.488969;cv;
lowerLegRight;0.482584;cv;
forearmLeft;0.304849;cv;
upperarmLeft;0.329038;cv;
shoulderHalfLeft;0.12855;cv;
neck;0.0834521;cv;
shoulderHalfRight;0.192825;cv;
upperarmRight;0.254987;cv;
forearmRight;0.318264;cv;
shoulder;0.252301;cv;
upperBody;0.260854;cv;
hip;0.111613;cv;
lowerBody;0.364763;cv;
body;0.625567;cv;
lowerLegLeft;0.355652;cv;
upperLegLeft;0.477921;cv;
upperLegRight;0.489258;cv;
lowerLegRight;0.434707;cv;
forearmLeft;0.304772;cv;
upperarmLeft;0.329083;cv;
shoulderHalfLeft;0.128506;cv;
neck;0.0834517;cv;
shoulderHalfRight;0.192855;cv;
upperarmRight;0.254702;cv;
forearmRight;0.318796;cv;
shoulder;0.251895;cv;
upperBody;0.260844;cv;
hip;0.111666;cv;
lowerBody;0.364745;cv;
body;0.62554;cv;
lowerLegLeft;0.355647;cv;
upperLegLeft;0.477718;cv;
upperLegRight;0.489221;cv;
lowerLegRight;0.434597;cv;
forearmLeft;0.303909;cv;
upperarmLeft;0.32926;cv;
shoulderHalfLeft;0.128565;cv;
neck;0.0834348;cv;
shoulderHalfRight;0.192309;cv;
upperarmRight;0.254492;cv;
forearmRight;0.319067;cv;
shoulder;0.252029;cv;
upperBody;0.26081;cv;
hip;0.111845;cv;
lowerBody;0.364711;cv;
body;0.625469;cv;
lowerLegLeft;0.41281;cv;
upperLegLeft;0.478073;cv;
upperLegRight;0.489066;cv;
lowerLegRight;0.485321;cv;
forearmLeft;0.303969;cv;
upperarmLeft;0.329304;cv;
shoulderHalfLeft;0.128485;cv;
neck;0.0834045;cv;
shoulderHalfRight;0.192882;cv;
upperarmRight;0.254414;cv;
forearmRight;0.319704;cv;
shoulder;0.252601;cv;
upperBody;0.260784;cv;
hip;0.111862;cv;
lowerBody;0.364658;cv;
body;0.625389;cv;
lowerLegLeft;0.352497;cv;
upperLegLeft;0.478568;cv;
upperLegRight;0.489071;cv;
lowerLegRight;0.431661;cv;
forearmLeft;0.303922;cv;
upperarmLeft;0.329366;cv;
shoulderHalfLeft;0.128606;cv;
neck;0.0833898;cv;
shoulderHalfRight;0.192637;cv;
upperarmRight;0.254185;cv;
forearmRight;0.32075;cv;
shoulder;0.253098;cv;
upperBody;0.260748;cv;
hip;0.112241;cv;
lowerBody;0.364613;cv;
body;0.625313;cv;
